ticket_id,ticket_text,category
TKT-114332,Refund status not updated for last 2 hours,Refund Request
TKT-114333,Refund initiated but not credited for last 2 hours,Refund Request
TKT-114334,Refund status not updated for international transaction,Refund Request
TKT-114335,Payment deducted but order not confirmed in mobile application,Payment Failure
TKT-114336,Bank transfer taking too long in mobile application,Transaction Delay
TKT-114337,Address proof not accepted in mobile application,KYC Verification
TKT-114338,Subscription upgrade not reflecting on web portal,Subscription Issue
TKT-114339,Refund initiated but not credited for last 2 hours,Refund Request
TKT-114340,Possible phishing attempt reported after latest update,Fraud Alert
TKT-114341,UPI transaction still processing for last 2 hours,Transaction Delay
TKT-114342,Authentication failed repeatedly after retrying multiple times,Account Locked
TKT-114343,Payment deducted but order not confirmed during peak traffic,Payment Failure
TKT-114344,KYC verification pending for many days for international transaction,KYC Verification
TKT-114345,Cancelled order but refund pending in mobile application,Refund Request
TKT-114346,Incorrect refund amount received for international transaction,Refund Request
TKT-114347,Document upload failed during KYC for last 2 hours,KYC Verification
TKT-114348,Fund transfer processing slowly after latest update,Transaction Delay
TKT-114349,Subscription payment failed since morning,Subscription Issue
TKT-114350,Verification process stuck since morning,KYC Verification
TKT-114351,Payment gateway returned error after retrying multiple times,Payment Failure
TKT-114352,Webhook endpoint not responding in mobile application,API Failure
TKT-114353,Credit card payment unsuccessful during peak traffic,Payment Failure
TKT-114354,Fund transfer processing slowly during peak traffic,Transaction Delay
TKT-114355,Request failing with status code 503 after latest update,API Failure
TKT-114356,Subscription upgrade not reflecting since morning,Subscription Issue
TKT-114357,Unauthorized transaction detected during checkout,Fraud Alert
TKT-114358,Refund initiated but not credited for last 2 hours,Refund Request
TKT-114359,Document upload failed during KYC while using net banking,KYC Verification
TKT-114360,Frequent API connection resets after latest update,API Failure
TKT-114361,Login blocked after suspicious activity during peak traffic,Account Locked
TKT-114362,Billing issue for subscription plan for international transaction,Subscription Issue
TKT-114363,Unable to renew premium subscription during peak traffic,Subscription Issue
TKT-114364,Premium features inaccessible after retrying multiple times,Subscription Issue
TKT-114365,Received fraud alert notification on web portal,Fraud Alert
TKT-114366,Refund not received after cancellation for last 2 hours,Refund Request
TKT-114367,Transaction failed but money debited for international transaction,Payment Failure
TKT-114368,Unknown device accessed account in mobile application,Fraud Alert
TKT-114369,OTP verification not working while using net banking,Account Locked
TKT-114370,Fund transfer processing slowly since morning,Transaction Delay
TKT-114371,Service unavailable during API request after latest update,API Failure
TKT-114372,PAN verification unsuccessful during checkout,KYC Verification
TKT-114373,Invalid response from backend API in mobile application,API Failure
TKT-114374,Possible phishing attempt reported in mobile application,Fraud Alert
TKT-114375,Account locked due to multiple failed attempts during checkout,Account Locked
TKT-114376,Card charged twice for same purchase for last 2 hours,Payment Failure
TKT-114377,Invalid response from backend API while using net banking,API Failure
TKT-114378,Address proof not accepted for last 2 hours,KYC Verification
TKT-114379,Gateway timeout while calling payment API during checkout,API Failure
TKT-114380,Invalid response from backend API during checkout,API Failure
TKT-114381,User account temporarily suspended while using net banking,Account Locked
TKT-114382,API returning 500 internal server error after retrying multiple times,API Failure
TKT-114383,Unrecognized transaction in statement during checkout,Fraud Alert
TKT-114384,Refund delayed for failed transaction on web portal,Refund Request
TKT-114385,Forgot password link expired after latest update,Account Locked
TKT-114386,Received fraud alert notification in mobile application,Fraud Alert
TKT-114387,Possible phishing attempt reported after latest update,Fraud Alert
TKT-114388,Refund status not updated during peak traffic,Refund Request
TKT-114389,Request failing with status code 503 during peak traffic,API Failure
TKT-114390,KYC documents under review for international transaction,KYC Verification
TKT-114391,Unable to login after password reset while using net banking,Account Locked
TKT-114392,Unknown device accessed account on web portal,Fraud Alert
TKT-114393,Payment deducted but order not confirmed for international transaction,Payment Failure
TKT-114394,Premium features inaccessible on web portal,Subscription Issue
TKT-114395,Credit card payment unsuccessful after retrying multiple times,Payment Failure
TKT-114396,Login blocked after suspicious activity since morning,Account Locked
TKT-114397,Payment stuck in pending state after retrying multiple times,Transaction Delay
TKT-114398,PAN verification unsuccessful on web portal,KYC Verification
TKT-114399,Request failing with status code 503 after latest update,API Failure
TKT-114400,Unrecognized transaction in statement since morning,Fraud Alert
TKT-114401,PAN verification unsuccessful on web portal,KYC Verification
TKT-114402,Money transfer delayed unexpectedly for international transaction,Transaction Delay
TKT-114403,Payment deducted but order not confirmed on web portal,Payment Failure
TKT-114404,Webhook endpoint not responding after latest update,API Failure
TKT-114405,PAN verification unsuccessful during checkout,KYC Verification
TKT-114406,Incorrect refund amount received while using net banking,Refund Request
TKT-114407,API returning 500 internal server error for last 2 hours,API Failure
TKT-114408,Refund initiated but not credited during checkout,Refund Request
TKT-114409,Access denied after security check since morning,Account Locked
TKT-114410,Possible phishing attempt reported for last 2 hours,Fraud Alert
TKT-114411,Billing issue for subscription plan while using net banking,Subscription Issue
TKT-114412,Frequent API connection resets after retrying multiple times,API Failure
TKT-114413,Identity verification rejected while using net banking,KYC Verification
TKT-114414,Refund status not updated while using net banking,Refund Request
TKT-114415,Bank transfer taking too long after retrying multiple times,Transaction Delay
TKT-114416,Payment gateway returned error during checkout,Payment Failure
TKT-114417,Account locked due to multiple failed attempts after latest update,Account Locked
TKT-114418,User account temporarily suspended during peak traffic,Account Locked
TKT-114419,KYC documents under review while using net banking,KYC Verification
TKT-114420,API authentication failed while using net banking,API Failure
TKT-114421,Address proof not accepted in mobile application,KYC Verification
TKT-114422,Gateway timeout while calling payment API after latest update,API Failure
TKT-114423,Frequent API connection resets after latest update,API Failure
TKT-114424,OTP verification not working since morning,Account Locked
TKT-114425,Possible phishing attempt reported for international transaction,Fraud Alert
TKT-114426,Auto renewal not working after latest update,Subscription Issue
TKT-114427,Document upload failed during KYC during checkout,KYC Verification
TKT-114428,Online payment not processing for last 2 hours,Payment Failure
TKT-114429,KYC verification pending for many days for international transaction,KYC Verification
TKT-114430,Possible phishing attempt reported on web portal,Fraud Alert
TKT-114431,Refund not received after cancellation for international transaction,Refund Request
TKT-114432,Received fraud alert notification during peak traffic,Fraud Alert
TKT-114433,Account locked due to multiple failed attempts for international transaction,Account Locked
TKT-114434,Authentication failed repeatedly since morning,Account Locked
TKT-114435,Subscription payment failed while using net banking,Subscription Issue
TKT-114436,Request failing with status code 503 for last 2 hours,API Failure
TKT-114437,Unable to complete payment via UPI for international transaction,Payment Failure
TKT-114438,Unauthorized transaction detected on web portal,Fraud Alert
TKT-114439,KYC documents under review for international transaction,KYC Verification
TKT-114440,Forgot password link expired since morning,Account Locked
TKT-114441,Address proof not accepted for last 2 hours,KYC Verification
TKT-114442,User account temporarily suspended on web portal,Account Locked
TKT-114443,Unable to login after password reset after retrying multiple times,Account Locked
TKT-114444,KYC verification pending for many days after retrying multiple times,KYC Verification
TKT-114445,Waiting for refund since last week since morning,Refund Request
TKT-114446,UPI transaction still processing in mobile application,Transaction Delay
TKT-114447,User account temporarily suspended for international transaction,Account Locked
TKT-114448,Unable to complete payment via UPI for international transaction,Payment Failure
TKT-114449,Payment gateway returned error after retrying multiple times,Payment Failure
TKT-114450,Auto renewal not working in mobile application,Subscription Issue
TKT-114451,Unrecognized transaction in statement after latest update,Fraud Alert
TKT-114452,Refund status not updated after latest update,Refund Request
TKT-114453,Verification process stuck while using net banking,KYC Verification
TKT-114454,Identity verification rejected after retrying multiple times,KYC Verification
TKT-114455,Suspicious debit from unknown merchant during peak traffic,Fraud Alert
TKT-114456,Refund not received after cancellation in mobile application,Refund Request
TKT-114457,Possible phishing attempt reported during checkout,Fraud Alert
TKT-114458,Online payment not processing during peak traffic,Payment Failure
TKT-114459,Delayed settlement for bank transfer for international transaction,Transaction Delay
TKT-114460,Subscription payment failed for last 2 hours,Subscription Issue
TKT-114461,Refund not received after cancellation for last 2 hours,Refund Request
TKT-114462,Transaction confirmation not received while using net banking,Transaction Delay
TKT-114463,Account locked due to multiple failed attempts during checkout,Account Locked
TKT-114464,Waiting for refund since last week after latest update,Refund Request
TKT-114465,KYC documents under review during peak traffic,KYC Verification
TKT-114466,Transaction confirmation not received for international transaction,Transaction Delay
TKT-114467,Unable to complete payment via UPI since morning,Payment Failure
TKT-114468,User account temporarily suspended for last 2 hours,Account Locked
TKT-114469,Account locked due to multiple failed attempts while using net banking,Account Locked
TKT-114470,Refund delayed for failed transaction since morning,Refund Request
TKT-114471,Subscription payment failed during checkout,Subscription Issue
TKT-114472,Access denied after security check on web portal,Account Locked
TKT-114473,Waiting for refund since last week after retrying multiple times,Refund Request
TKT-114474,Webhook endpoint not responding since morning,API Failure
TKT-114475,Identity verification rejected since morning,KYC Verification
TKT-114476,Unable to renew premium subscription for international transaction,Subscription Issue
TKT-114477,Webhook endpoint not responding while using net banking,API Failure
TKT-114478,Authentication failed repeatedly for last 2 hours,Account Locked
TKT-114479,Refund not received after cancellation during peak traffic,Refund Request
TKT-114480,API authentication failed for last 2 hours,API Failure
TKT-114481,Payment deducted but order not confirmed for last 2 hours,Payment Failure
TKT-114482,Payment stuck in pending state on web portal,Transaction Delay
TKT-114483,Refund status not updated for international transaction,Refund Request
TKT-114484,OTP verification not working during checkout,Account Locked
TKT-114485,Card charged twice for same purchase during checkout,Payment Failure
TKT-114486,Bank transfer taking too long after latest update,Transaction Delay
TKT-114487,Card charged twice for same purchase during peak traffic,Payment Failure
TKT-114488,Subscription upgrade not reflecting for last 2 hours,Subscription Issue
TKT-114489,Subscription cancelled unexpectedly during peak traffic,Subscription Issue
TKT-114490,Document upload failed during KYC during checkout,KYC Verification
TKT-114491,KYC verification pending for many days while using net banking,KYC Verification
TKT-114492,Payment stuck in pending state while using net banking,Transaction Delay
TKT-114493,Unable to login after password reset in mobile application,Account Locked
TKT-114494,API returning 500 internal server error during peak traffic,API Failure
TKT-114495,Amount debited but booking failed during checkout,Payment Failure
TKT-114496,API authentication failed during checkout,API Failure
TKT-114497,Card used without authorization since morning,Fraud Alert
TKT-114498,Incorrect refund amount received after latest update,Refund Request
TKT-114499,PAN verification unsuccessful on web portal,KYC Verification
TKT-114500,Refund not received after cancellation in mobile application,Refund Request
TKT-114501,Subscription cancelled unexpectedly for last 2 hours,Subscription Issue
TKT-114502,Money transfer delayed unexpectedly since morning,Transaction Delay
TKT-114503,Gateway timeout while calling payment API on web portal,API Failure
TKT-114504,Refund status not updated during checkout,Refund Request
TKT-114505,Unable to login after password reset during peak traffic,Account Locked
TKT-114506,Verification process stuck during checkout,KYC Verification
TKT-114507,Transaction failed but money debited in mobile application,Payment Failure
TKT-114508,Online payment not processing in mobile application,Payment Failure
TKT-114509,Refund status not updated on web portal,Refund Request
TKT-114510,Unable to complete customer verification on web portal,KYC Verification
TKT-114511,Unknown device accessed account during peak traffic,Fraud Alert
TKT-114512,Unable to complete payment via UPI for international transaction,Payment Failure
TKT-114513,Card used without authorization while using net banking,Fraud Alert
TKT-114514,Plan benefits not activated during checkout,Subscription Issue
TKT-114515,Refund initiated but not credited after retrying multiple times,Refund Request
TKT-114516,Payment deducted but order not confirmed since morning,Payment Failure
TKT-114517,Unable to renew premium subscription for international transaction,Subscription Issue
TKT-114518,Authentication failed repeatedly while using net banking,Account Locked
TKT-114519,API returning 500 internal server error for last 2 hours,API Failure
TKT-114520,Subscription cancelled unexpectedly after retrying multiple times,Subscription Issue
TKT-114521,Suspicious debit from unknown merchant in mobile application,Fraud Alert
TKT-114522,KYC documents under review since morning,KYC Verification
TKT-114523,Unable to complete payment via UPI during peak traffic,Payment Failure
TKT-114524,Premium features inaccessible on web portal,Subscription Issue
TKT-114525,Subscription cancelled unexpectedly in mobile application,Subscription Issue
TKT-114526,Unable to login after password reset for last 2 hours,Account Locked
TKT-114527,Refund not received after cancellation after latest update,Refund Request
TKT-114528,Received fraud alert notification since morning,Fraud Alert
TKT-114529,Incorrect refund amount received on web portal,Refund Request
TKT-114530,Refund not received after cancellation for international transaction,Refund Request
TKT-114531,Card charged twice for same purchase while using net banking,Payment Failure
TKT-114532,API returning 500 internal server error while using net banking,API Failure
TKT-114533,Gateway timeout while calling payment API during peak traffic,API Failure
TKT-114534,Authentication failed repeatedly while using net banking,Account Locked
TKT-114535,Delayed settlement for bank transfer since morning,Transaction Delay
TKT-114536,Subscription cancelled unexpectedly for last 2 hours,Subscription Issue
TKT-114537,PAN verification unsuccessful after latest update,KYC Verification
TKT-114538,Plan benefits not activated during peak traffic,Subscription Issue
TKT-114539,KYC documents under review for international transaction,KYC Verification
TKT-114540,Payment stuck in pending state since morning,Transaction Delay
TKT-114541,Unable to login after password reset in mobile application,Account Locked
TKT-114542,UPI transaction still processing since morning,Transaction Delay
TKT-114543,Fraudulent transfer detected on web portal,Fraud Alert
TKT-114544,Possible phishing attempt reported while using net banking,Fraud Alert
TKT-114545,Address proof not accepted for last 2 hours,KYC Verification
TKT-114546,Auto renewal not working after latest update,Subscription Issue
TKT-114547,UPI transaction still processing during peak traffic,Transaction Delay
TKT-114548,Transaction confirmation not received on web portal,Transaction Delay
TKT-114549,Suspicious debit from unknown merchant in mobile application,Fraud Alert
TKT-114550,Invalid response from backend API on web portal,API Failure
TKT-114551,Payment deducted but order not confirmed since morning,Payment Failure
TKT-114552,Unable to login after password reset for international transaction,Account Locked
TKT-114553,Service unavailable during API request while using net banking,API Failure
TKT-114554,Card used without authorization for international transaction,Fraud Alert
TKT-114555,Subscription payment failed while using net banking,Subscription Issue
TKT-114556,Login blocked after suspicious activity during checkout,Account Locked
TKT-114557,Document upload failed during KYC since morning,KYC Verification
TKT-114558,Transaction failed but money debited in mobile application,Payment Failure
TKT-114559,API returning 500 internal server error after retrying multiple times,API Failure
TKT-114560,Cancelled order but refund pending for international transaction,Refund Request
TKT-114561,Billing issue for subscription plan since morning,Subscription Issue
TKT-114562,User account temporarily suspended for international transaction,Account Locked
TKT-114563,Online payment not processing in mobile application,Payment Failure
TKT-114564,Refund delayed for failed transaction since morning,Refund Request
TKT-114565,KYC verification pending for many days after latest update,KYC Verification
TKT-114566,Forgot password link expired after latest update,Account Locked
TKT-114567,Invalid response from backend API during checkout,API Failure
TKT-114568,Refund status not updated in mobile application,Refund Request
TKT-114569,Refund delayed for failed transaction for international transaction,Refund Request
TKT-114570,OTP verification not working after retrying multiple times,Account Locked
TKT-114571,Payment gateway returned error in mobile application,Payment Failure
TKT-114572,Refund delayed for failed transaction on web portal,Refund Request
TKT-114573,Subscription upgrade not reflecting for last 2 hours,Subscription Issue
TKT-114574,Identity verification rejected while using net banking,KYC Verification
TKT-114575,Payment gateway returned error after retrying multiple times,Payment Failure
TKT-114576,Subscription payment failed after retrying multiple times,Subscription Issue
TKT-114577,Refund delayed for failed transaction during checkout,Refund Request
TKT-114578,Unknown device accessed account during peak traffic,Fraud Alert
TKT-114579,Document upload failed during KYC since morning,KYC Verification
TKT-114580,Authentication failed repeatedly on web portal,Account Locked
TKT-114581,Document upload failed during KYC after latest update,KYC Verification
TKT-114582,Amount debited but booking failed in mobile application,Payment Failure
TKT-114583,Address proof not accepted for international transaction,KYC Verification
TKT-114584,Pending payment not updated in mobile application,Transaction Delay
TKT-114585,Delayed settlement for bank transfer for international transaction,Transaction Delay
TKT-114586,Forgot password link expired since morning,Account Locked
TKT-114587,Premium features inaccessible since morning,Subscription Issue
TKT-114588,Cancelled order but refund pending during checkout,Refund Request
TKT-114589,Forgot password link expired while using net banking,Account Locked
TKT-114590,Transaction failed but money debited after retrying multiple times,Payment Failure
TKT-114591,Document upload failed during KYC since morning,KYC Verification
TKT-114592,Forgot password link expired on web portal,Account Locked
TKT-114593,Cancelled order but refund pending during checkout,Refund Request
TKT-114594,Forgot password link expired on web portal,Account Locked
TKT-114595,Unable to login after password reset during checkout,Account Locked
TKT-114596,Authentication failed repeatedly on web portal,Account Locked
TKT-114597,Waiting for refund since last week during peak traffic,Refund Request
TKT-114598,Payment gateway returned error after latest update,Payment Failure
TKT-114599,Unauthorized transaction detected on web portal,Fraud Alert
TKT-114600,Unauthorized transaction detected for international transaction,Fraud Alert
TKT-114601,Money transfer delayed unexpectedly since morning,Transaction Delay
TKT-114602,Unauthorized transaction detected during checkout,Fraud Alert
TKT-114603,Subscription upgrade not reflecting for last 2 hours,Subscription Issue
TKT-114604,Verification process stuck while using net banking,KYC Verification
TKT-114605,PAN verification unsuccessful for last 2 hours,KYC Verification
TKT-114606,Refund not received after cancellation on web portal,Refund Request
TKT-114607,Online payment not processing for last 2 hours,Payment Failure
TKT-114608,Bank transfer taking too long during peak traffic,Transaction Delay
TKT-114609,Request failing with status code 503 in mobile application,API Failure
TKT-114610,Premium features inaccessible in mobile application,Subscription Issue
TKT-114611,Amount debited but booking failed during peak traffic,Payment Failure
TKT-114612,Cancelled order but refund pending during checkout,Refund Request
TKT-114613,Pending payment not updated while using net banking,Transaction Delay
TKT-114614,Possible phishing attempt reported during checkout,Fraud Alert
TKT-114615,Refund initiated but not credited on web portal,Refund Request
TKT-114616,Verification process stuck for international transaction,KYC Verification
TKT-114617,Request failing with status code 503 during peak traffic,API Failure
TKT-114618,Authentication failed repeatedly after latest update,Account Locked
TKT-114619,Identity verification rejected after latest update,KYC Verification
TKT-114620,Money transfer delayed unexpectedly after latest update,Transaction Delay
TKT-114621,Plan benefits not activated while using net banking,Subscription Issue
TKT-114622,Unable to complete payment via UPI during peak traffic,Payment Failure
TKT-114623,Refund not received after cancellation on web portal,Refund Request
TKT-114624,Unable to complete customer verification on web portal,KYC Verification
TKT-114625,Cancelled order but refund pending for last 2 hours,Refund Request
TKT-114626,Possible phishing attempt reported during checkout,Fraud Alert
TKT-114627,Online payment not processing for international transaction,Payment Failure
TKT-114628,Received fraud alert notification during peak traffic,Fraud Alert
TKT-114629,Pending payment not updated after retrying multiple times,Transaction Delay
TKT-114630,Incorrect refund amount received since morning,Refund Request
TKT-114631,Gateway timeout while calling payment API during peak traffic,API Failure
TKT-114632,Refund delayed for failed transaction since morning,Refund Request
TKT-114633,Login blocked after suspicious activity after latest update,Account Locked
TKT-114634,Fraudulent transfer detected during checkout,Fraud Alert
TKT-114635,Transaction confirmation not received during checkout,Transaction Delay
TKT-114636,Money transfer delayed unexpectedly after retrying multiple times,Transaction Delay
TKT-114637,Card charged twice for same purchase during checkout,Payment Failure
TKT-114638,Cancelled order but refund pending during checkout,Refund Request
TKT-114639,Unable to renew premium subscription during checkout,Subscription Issue
TKT-114640,Request failing with status code 503 for last 2 hours,API Failure
TKT-114641,PAN verification unsuccessful for international transaction,KYC Verification
TKT-114642,Waiting for refund since last week for last 2 hours,Refund Request
TKT-114643,Billing issue for subscription plan for international transaction,Subscription Issue
TKT-114644,Unable to login after password reset while using net banking,Account Locked
TKT-114645,Possible phishing attempt reported while using net banking,Fraud Alert
TKT-114646,Money transfer delayed unexpectedly on web portal,Transaction Delay
TKT-114647,Unable to renew premium subscription in mobile application,Subscription Issue
TKT-114648,Invalid response from backend API for international transaction,API Failure
TKT-114649,Billing issue for subscription plan during checkout,Subscription Issue
TKT-114650,Waiting for refund since last week for international transaction,Refund Request
TKT-114651,Webhook endpoint not responding for international transaction,API Failure
TKT-114652,Identity verification rejected while using net banking,KYC Verification
TKT-114653,Payment deducted but order not confirmed after retrying multiple times,Payment Failure
TKT-114654,Plan benefits not activated after retrying multiple times,Subscription Issue
TKT-114655,Unauthorized transaction detected for last 2 hours,Fraud Alert
TKT-114656,Premium features inaccessible while using net banking,Subscription Issue
TKT-114657,Incorrect refund amount received on web portal,Refund Request
TKT-114658,KYC verification pending for many days after retrying multiple times,KYC Verification
TKT-114659,Credit card payment unsuccessful for last 2 hours,Payment Failure
TKT-114660,Transaction failed but money debited in mobile application,Payment Failure
TKT-114661,Subscription cancelled unexpectedly after latest update,Subscription Issue
TKT-114662,Authentication failed repeatedly for last 2 hours,Account Locked
TKT-114663,Money transfer delayed unexpectedly in mobile application,Transaction Delay
TKT-114664,KYC verification pending for many days after retrying multiple times,KYC Verification
TKT-114665,Money transfer delayed unexpectedly for international transaction,Transaction Delay
TKT-114666,Suspicious debit from unknown merchant in mobile application,Fraud Alert
TKT-114667,Suspicious debit from unknown merchant after retrying multiple times,Fraud Alert
TKT-114668,Refund status not updated while using net banking,Refund Request
TKT-114669,OTP verification not working during peak traffic,Account Locked
TKT-114670,Unauthorized transaction detected in mobile application,Fraud Alert
TKT-114671,API returning 500 internal server error during checkout,API Failure
TKT-114672,Unable to complete payment via UPI in mobile application,Payment Failure
TKT-114673,Waiting for refund since last week for international transaction,Refund Request
TKT-114674,Billing issue for subscription plan for international transaction,Subscription Issue
TKT-114675,Subscription payment failed while using net banking,Subscription Issue
TKT-114676,Fraudulent transfer detected after retrying multiple times,Fraud Alert
TKT-114677,Refund status not updated during checkout,Refund Request
TKT-114678,Payment stuck in pending state after latest update,Transaction Delay
TKT-114679,UPI transaction still processing after retrying multiple times,Transaction Delay
TKT-114680,Refund initiated but not credited on web portal,Refund Request
TKT-114681,Received fraud alert notification on web portal,Fraud Alert
TKT-114682,Unauthorized transaction detected after latest update,Fraud Alert
TKT-114683,Refund status not updated for international transaction,Refund Request
TKT-114684,UPI transaction still processing for international transaction,Transaction Delay
TKT-114685,Unable to complete payment via UPI during checkout,Payment Failure
TKT-114686,Unable to renew premium subscription while using net banking,Subscription Issue
TKT-114687,Pending payment not updated since morning,Transaction Delay
TKT-114688,Access denied after security check in mobile application,Account Locked
TKT-114689,Online payment not processing after latest update,Payment Failure
TKT-114690,Address proof not accepted after retrying multiple times,KYC Verification
TKT-114691,Refund not received after cancellation on web portal,Refund Request
TKT-114692,Unable to complete payment via UPI during peak traffic,Payment Failure
TKT-114693,Incorrect refund amount received while using net banking,Refund Request
TKT-114694,Need refund for duplicate payment after retrying multiple times,Refund Request
TKT-114695,Unrecognized transaction in statement during peak traffic,Fraud Alert
TKT-114696,Card used without authorization during peak traffic,Fraud Alert
TKT-114697,Unauthorized transaction detected after retrying multiple times,Fraud Alert
TKT-114698,OTP verification not working while using net banking,Account Locked
TKT-114699,Cancelled order but refund pending for international transaction,Refund Request
TKT-114700,API authentication failed during peak traffic,API Failure
TKT-114701,API authentication failed for international transaction,API Failure
TKT-114702,User account temporarily suspended after latest update,Account Locked
TKT-114703,Online payment not processing after latest update,Payment Failure
TKT-114704,Subscription cancelled unexpectedly for last 2 hours,Subscription Issue
TKT-114705,Refund initiated but not credited for international transaction,Refund Request
TKT-114706,User account temporarily suspended since morning,Account Locked
TKT-114707,Verification process stuck after retrying multiple times,KYC Verification
TKT-114708,Card charged twice for same purchase during peak traffic,Payment Failure
TKT-114709,Subscription cancelled unexpectedly while using net banking,Subscription Issue
TKT-114710,Card charged twice for same purchase in mobile application,Payment Failure
TKT-114711,Need refund for duplicate payment after retrying multiple times,Refund Request
TKT-114712,Credit card payment unsuccessful in mobile application,Payment Failure
TKT-114713,UPI transaction still processing after latest update,Transaction Delay
TKT-114714,Unable to complete payment via UPI for international transaction,Payment Failure
TKT-114715,Login blocked after suspicious activity after retrying multiple times,Account Locked
TKT-114716,Transaction confirmation not received after retrying multiple times,Transaction Delay
TKT-114717,Frequent API connection resets after latest update,API Failure
TKT-114718,Unrecognized transaction in statement after retrying multiple times,Fraud Alert
TKT-114719,Document upload failed during KYC while using net banking,KYC Verification
TKT-114720,Received fraud alert notification while using net banking,Fraud Alert
TKT-114721,Pending payment not updated since morning,Transaction Delay
TKT-114722,Identity verification rejected during peak traffic,KYC Verification
TKT-114723,Gateway timeout while calling payment API during checkout,API Failure
TKT-114724,KYC verification pending for many days for international transaction,KYC Verification
TKT-114725,Request failing with status code 503 in mobile application,API Failure
TKT-114726,Incorrect refund amount received during peak traffic,Refund Request
TKT-114727,Plan benefits not activated for international transaction,Subscription Issue
TKT-114728,Identity verification rejected during checkout,KYC Verification
TKT-114729,Delayed settlement for bank transfer for international transaction,Transaction Delay
TKT-114730,Cancelled order but refund pending on web portal,Refund Request
TKT-114731,Card used without authorization while using net banking,Fraud Alert
TKT-114732,Fund transfer processing slowly while using net banking,Transaction Delay
TKT-114733,Webhook endpoint not responding during peak traffic,API Failure
TKT-114734,Premium features inaccessible after retrying multiple times,Subscription Issue
TKT-114735,Fraudulent transfer detected for last 2 hours,Fraud Alert
TKT-114736,Unrecognized transaction in statement in mobile application,Fraud Alert
TKT-114737,Subscription payment failed during checkout,Subscription Issue
TKT-114738,KYC verification pending for many days in mobile application,KYC Verification
TKT-114739,Login blocked after suspicious activity in mobile application,Account Locked
TKT-114740,API returning 500 internal server error after latest update,API Failure
TKT-114741,Frequent API connection resets while using net banking,API Failure
TKT-114742,Transaction failed but money debited for last 2 hours,Payment Failure
TKT-114743,Payment stuck in pending state during peak traffic,Transaction Delay
TKT-114744,Gateway timeout while calling payment API for international transaction,API Failure
TKT-114745,Refund not received after cancellation during checkout,Refund Request
TKT-114746,Pending payment not updated during checkout,Transaction Delay
TKT-114747,Login blocked after suspicious activity since morning,Account Locked
TKT-114748,Unauthorized transaction detected in mobile application,Fraud Alert
TKT-114749,Unrecognized transaction in statement in mobile application,Fraud Alert
TKT-114750,Need refund for duplicate payment for international transaction,Refund Request
TKT-114751,Amount debited but booking failed on web portal,Payment Failure
TKT-114752,Gateway timeout while calling payment API since morning,API Failure
TKT-114753,Document upload failed during KYC during peak traffic,KYC Verification
TKT-114754,Bank transfer taking too long while using net banking,Transaction Delay
TKT-114755,Unknown device accessed account for last 2 hours,Fraud Alert
TKT-114756,Received fraud alert notification during peak traffic,Fraud Alert
TKT-114757,Subscription upgrade not reflecting after latest update,Subscription Issue
TKT-114758,Delayed settlement for bank transfer during peak traffic,Transaction Delay
TKT-114759,Subscription payment failed on web portal,Subscription Issue
TKT-114760,Card charged twice for same purchase for international transaction,Payment Failure
TKT-114761,Request failing with status code 503 on web portal,API Failure
TKT-114762,Invalid response from backend API while using net banking,API Failure
TKT-114763,Subscription cancelled unexpectedly during checkout,Subscription Issue
TKT-114764,Account locked due to multiple failed attempts since morning,Account Locked
TKT-114765,Bank transfer taking too long on web portal,Transaction Delay
TKT-114766,KYC verification pending for many days on web portal,KYC Verification
TKT-114767,Request failing with status code 503 during checkout,API Failure
TKT-114768,Unable to renew premium subscription since morning,Subscription Issue
TKT-114769,KYC verification pending for many days since morning,KYC Verification
TKT-114770,Unable to complete customer verification for last 2 hours,KYC Verification
TKT-114771,Document upload failed during KYC on web portal,KYC Verification
TKT-114772,Suspicious debit from unknown merchant while using net banking,Fraud Alert
TKT-114773,Unable to complete customer verification since morning,KYC Verification
TKT-114774,Login blocked after suspicious activity in mobile application,Account Locked
TKT-114775,Frequent API connection resets during peak traffic,API Failure
TKT-114776,UPI transaction still processing after retrying multiple times,Transaction Delay
TKT-114777,Cancelled order but refund pending during checkout,Refund Request
TKT-114778,Fraudulent transfer detected during peak traffic,Fraud Alert
TKT-114779,Delayed settlement for bank transfer while using net banking,Transaction Delay
TKT-114780,Invalid response from backend API in mobile application,API Failure
TKT-114781,KYC verification pending for many days for international transaction,KYC Verification
TKT-114782,Possible phishing attempt reported after latest update,Fraud Alert
TKT-114783,KYC verification pending for many days on web portal,KYC Verification
TKT-114784,Unknown device accessed account after retrying multiple times,Fraud Alert
TKT-114785,Login blocked after suspicious activity during peak traffic,Account Locked
TKT-114786,Unable to complete customer verification for international transaction,KYC Verification
TKT-114787,Card charged twice for same purchase after retrying multiple times,Payment Failure
TKT-114788,Delayed settlement for bank transfer after retrying multiple times,Transaction Delay
TKT-114789,Credit card payment unsuccessful for last 2 hours,Payment Failure
TKT-114790,Subscription upgrade not reflecting during checkout,Subscription Issue
TKT-114791,Identity verification rejected in mobile application,KYC Verification
TKT-114792,Transaction confirmation not received on web portal,Transaction Delay
TKT-114793,Need refund for duplicate payment for international transaction,Refund Request
TKT-114794,Refund status not updated while using net banking,Refund Request
TKT-114795,Transaction failed but money debited after latest update,Payment Failure
TKT-114796,Unauthorized transaction detected during peak traffic,Fraud Alert
